depth,current,temp,air_temp,turbidity,rainfall,wind_speed,gust_speed,humidity,cloud,feels_like,dew_point,uv_index,is_night,condition,safe,safety_level,message
4.15,0.99,24.6,28.400000000000002,20,1.6,16.4,17.2,99,25,30.000000000000004,25.3,10,1,2,0,Moderate,Swimming not advised due to weather conditions
3.84,0.85,27.9,29.0,51,0.1,17.1,23.5,83,95,32.9,24.9,6,0,1,0,Moderate,Swimming not advised due to weather conditions
1.78,1.79,20.7,21.4,5,9.3,0.4,9.0,65,68,21.4,17.8,2,1,2,0,Moderate,Swimming not advised due to weather conditions
1.62,1.69,29.0,31.0,23,6.4,29.0,31.0,92,27,34.7,26.1,8,0,3,0,Moderate,Swimming not advised due to weather conditions
3.82,1.46,20.5,22.4,25,0.8,28.9,31.799999999999997,69,17,26.099999999999998,18.7,9,1,2,0,Moderate,Swimming not advised due to weather conditions
2.45,0.51,21.6,24.1,50,1.1,32.6,35.1,66,14,25.200000000000003,20.8,10,1,2,0,Moderate,Swimming not advised due to weather conditions
2.73,1.78,24.3,27.8,7,0.8,14.0,18.8,77,82,30.3,24.0,6,1,2,0,Moderate,Swimming not advised due to weather conditions
1.15,0.25,29.3,33.9,18,4.8,34.3,40.3,68,20,35.699999999999996,31.7,10,1,4,0,Moderate,Swimming not advised due to weather conditions
4.09,0.99,29.7,32.6,42,4.5,16.0,19.4,88,66,34.4,29.2,7,1,1,0,Moderate,Swimming not advised due to weather conditions
2.79,0.42,32.5,33.7,46,12.6,24.6,32.300000000000004,99,43,34.900000000000006,28.4,9,0,1,0,Moderate,Swimming not advised due to weather conditions
2.94,1.83,31.1,33.9,42,5.3,18.4,20.2,65,91,35.4,29.2,1,1,0,0,Danger,Swimming not advised due to weather conditions
2.96,1.47,30.1,34.2,13,2.0,18.8,28.0,62,72,37.0,30.8,3,1,2,1,Moderate,Use caution – moderate flow rates in effect
2.34,0.47,24.2,27.3,67,11.0,8.2,8.899999999999999,62,45,30.8,23.8,7,1,0,0,Danger,Do not swim – high turbidity detected
2.73,1.59,32.1,32.6,59,11.2,25.4,30.099999999999998,97,27,32.800000000000004,29.1,3,0,2,0,Moderate,Swimming not advised due to weather conditions
0.53,1.98,25.1,29.3,21,0.7,27.9,35.0,78,85,32.7,23.6,8,1,0,0,Danger,Swimming not advised due to weather conditions
1.55,1.81,24.0,27.3,26,1.7,24.4,30.4,79,27,30.0,23.8,8,0,2,0,Danger,Swimming not advised due to weather conditions
3.52,0.56,22.4,24.4,23,14.0,15.0,22.7,88,16,28.0,18.7,4,1,0,0,Moderate,Swimming not advised due to weather conditions
3.69,0.51,23.7,24.9,8,1.0,33.4,40.8,97,31,25.2,19.3,2,0,2,0,Moderate,Swimming not advised due to weather conditions
4.34,0.29,26.8,27.0,22,14.3,13.9,16.0,84,76,27.4,23.8,4,1,1,0,Moderate,Swimming not advised due to weather conditions
0.94,0.16,29.2,32.3,45,0.6,10.2,11.5,60,1,35.3,29.5,2,1,0,0,Moderate,Swimming not advised due to weather conditions
0.84,0.18,27.5,31.0,54,5.8,23.8,29.3,80,54,33.9,27.9,8,0,3,0,Moderate,Swimming not advised due to weather conditions
1.74,1.14,29.8,34.8,55,3.8,9.6,18.9,94,98,36.699999999999996,31.5,10,1,3,0,Moderate,Swimming not advised due to weather conditions
4.04,0.31,26.0,28.3,41,3.3,6.8,15.399999999999999,95,43,28.7,23.0,6,0,1,0,Moderate,Swimming not advised due to weather conditions
2.22,1.8,24.0,25.2,51,4.3,21.1,27.5,71,24,25.3,22.3,7,0,0,0,Moderate,Swimming not advised due to weather conditions
3.42,0.58,25.5,30.4,5,2.4,10.5,11.6,67,55,31.9,25.6,3,0,1,1,Safe,Conditions are safe for swimming
0.63,1.28,20.8,23.900000000000002,13,1.1,28.7,37.8,83,38,25.1,19.6,1,1,1,1,Moderate,Use caution – moderate flow rates in effect
3.78,0.12,20.1,23.900000000000002,36,3.1,20.9,22.5,94,37,24.6,19.2,7,1,0,0,Moderate,Swimming not advised due to weather conditions
2.85,1.25,21.7,24.4,25,1.8,4.2,8.3,77,2,24.799999999999997,18.6,5,0,1,1,Moderate,Use caution – moderate flow rates in effect
4.25,0.54,20.5,24.5,8,0.0,30.9,31.099999999999998,93,19,25.9,19.5,9,1,0,0,Moderate,Swimming not advised due to weather conditions
3.57,0.24,32.9,33.199999999999996,51,7.0,20.1,20.6,95,25,33.9,29.8,6,0,1,0,Moderate,Swimming not advised due to weather conditions
2.9,1.18,20.5,24.3,6,2.8,14.1,21.2,95,14,26.2,19.2,4,0,0,1,Safe,Conditions are safe for swimming
0.88,0.17,26.4,30.5,12,2.4,31.8,40.2,84,59,31.6,28.0,6,1,1,0,Moderate,Swimming not advised due to weather conditions
4.04,1.37,29.8,34.3,18,5.0,21.6,27.1,79,53,35.8,31.9,0,0,3,0,Moderate,Swimming not advised due to weather conditions
4.42,1.33,32.8,36.0,26,14.3,17.9,19.0,93,9,38.9,32.4,8,0,2,0,Moderate,Swimming not advised due to weather conditions
1.86,0.59,32.3,35.0,61,1.1,28.4,30.0,62,7,36.5,29.5,2,0,0,0,Danger,Do not swim – high turbidity detected
2.48,0.63,28.0,30.3,35,0.6,4.9,13.1,84,21,31.2,27.8,1,0,2,1,Moderate,Conditions are safe for swimming
3.36,0.81,29.5,33.1,31,1.6,7.2,10.8,83,59,35.4,30.8,10,1,0,1,Moderate,Conditions are safe for swimming
2.74,0.59,21.0,24.7,69,1.4,24.1,33.0,90,90,26.099999999999998,20.8,10,0,1,0,Danger,Do not swim – high turbidity detected
4.24,0.71,25.1,25.3,7,6.4,27.1,28.6,72,77,27.3,21.7,8,1,1,0,Moderate,Swimming not advised due to weather conditions
1.06,0.32,24.2,29.2,45,0.4,34.5,40.4,79,3,29.5,24.0,6,0,3,0,Moderate,Swimming not advised due to weather conditions
1.87,0.72,20.5,23.8,31,8.9,11.4,15.600000000000001,85,7,24.1,20.9,0,0,1,1,Moderate,Conditions are safe for swimming
1.76,0.44,30.5,31.5,67,3.6,32.7,33.1,83,13,33.4,26.5,4,1,1,0,Danger,Do not swim – high turbidity detected
1.0,1.11,25.3,26.0,30,2.3,21.9,26.799999999999997,91,92,29.7,23.4,0,1,0,1,Safe,Conditions are safe for swimming
4.23,1.54,31.1,31.6,32,2.6,9.2,15.0,95,64,34.1,29.4,2,1,1,0,Moderate,Swimming not advised due to weather conditions
2.7,0.66,24.0,28.9,39,2.0,12.9,13.3,71,3,32.5,26.8,8,0,0,1,Moderate,Conditions are safe for swimming
1.98,0.43,23.5,27.9,20,2.1,3.9,6.699999999999999,97,69,28.9,23.2,4,0,0,1,Safe,Conditions are safe for swimming
1.06,0.63,22.9,27.599999999999998,30,7.1,17.0,22.4,87,88,29.799999999999997,22.4,9,1,0,1,Safe,Conditions are safe for swimming
3.17,0.79,27.6,30.0,63,1.4,20.4,24.299999999999997,65,22,33.7,26.8,4,1,0,0,Danger,Do not swim – high turbidity detected
2.96,1.71,24.9,26.099999999999998,65,5.2,18.4,21.7,66,21,28.999999999999996,22.0,2,0,1,0,Danger,Do not swim – high turbidity detected
4.36,1.19,33.1,33.1,7,4.2,31.2,38.7,95,48,36.9,30.2,1,1,1,0,Moderate,Swimming not advised due to weather conditions
1.36,0.47,21.1,25.1,50,5.6,10.2,14.799999999999999,60,95,26.0,19.8,5,0,0,0,Moderate,Swimming not advised due to weather conditions
2.11,1.19,20.1,23.400000000000002,54,6.1,26.1,28.6,64,23,25.200000000000003,20.6,6,1,1,0,Moderate,Swimming not advised due to weather conditions
3.5,1.14,25.3,29.3,38,0.8,19.7,21.3,64,88,29.400000000000002,26.3,2,0,0,1,Moderate,Conditions are safe for swimming
3.42,1.99,31.2,32.9,5,0.3,25.4,25.599999999999998,84,90,34.6,30.8,0,1,0,0,Danger,Swimming not advised due to weather conditions
0.99,0.63,20.7,24.099999999999998,35,0.5,2.2,4.9,78,75,27.999999999999996,18.6,4,0,1,1,Moderate,Conditions are safe for swimming
3.07,0.89,32.6,34.4,16,1.4,8.5,18.4,75,62,37.699999999999996,30.1,5,0,2,1,Safe,Conditions are safe for swimming
4.3,1.65,32.2,34.900000000000006,30,10.6,34.3,39.199999999999996,79,2,38.300000000000004,30.3,7,0,0,0,Moderate,Swimming not advised due to weather conditions
3.61,0.72,26.6,30.6,55,0.9,13.9,16.2,95,55,32.5,26.7,3,0,1,0,Moderate,Swimming not advised due to weather conditions
1.69,0.54,31.6,35.0,56,3.5,18.5,27.4,60,89,36.8,30.0,2,0,3,0,Moderate,Swimming not advised due to weather conditions
0.73,0.49,26.7,28.9,18,16.7,14.4,17.9,62,57,28.9,26.4,9,1,4,1,Safe,Conditions are safe for swimming
1.13,1.12,33.5,34.3,58,4.2,10.4,16.2,86,50,34.5,30.6,9,1,1,0,Moderate,Swimming not advised due to weather conditions
3.09,0.72,22.3,22.400000000000002,15,9.0,16.7,26.6,85,71,24.6,19.2,7,0,0,1,Safe,Conditions are safe for swimming
3.79,1.21,29.9,34.199999999999996,62,1.4,6.3,10.899999999999999,71,69,37.699999999999996,29.5,4,0,0,0,Danger,Do not swim – high turbidity detected
2.03,1.68,24.9,25.099999999999998,18,13.4,22.0,31.9,92,84,27.299999999999997,22.5,10,0,2,0,Moderate,Swimming not advised due to weather conditions
3.58,0.53,33.7,38.7,44,13.8,10.1,17.0,80,56,39.7,33.1,7,1,0,0,Moderate,Swimming not advised due to weather conditions
2.91,0.33,27.1,31.900000000000002,9,9.8,12.6,15.8,83,85,33.300000000000004,26.1,9,0,1,1,Safe,Conditions are safe for swimming
4.25,1.6,33.5,36.5,42,1.6,25.0,30.6,90,25,39.1,31.0,2,1,3,0,Moderate,Swimming not advised due to weather conditions
0.74,1.36,31.0,35.9,26,2.5,23.5,30.4,87,58,37.5,33.5,4,1,0,1,Moderate,Use caution – moderate flow rates in effect
4.48,1.5,21.2,21.3,55,2.9,27.5,36.7,76,57,24.400000000000002,15.5,4,0,2,0,Moderate,Swimming not advised due to weather conditions
1.85,0.82,30.3,34.9,17,1.6,26.0,26.8,64,74,38.4,30.7,7,0,2,1,Safe,Conditions are safe for swimming
3.73,0.98,22.5,25.7,53,19.4,27.8,34.9,65,33,26.5,20.4,0,1,0,0,Moderate,Swimming not advised due to weather conditions
4.13,1.06,29.2,31.3,24,0.0,5.7,14.5,82,57,31.900000000000002,27.8,4,0,2,0,Moderate,Swimming not advised due to weather conditions
4.16,0.17,23.4,24.4,30,6.5,8.5,14.4,95,25,28.0,18.6,8,1,3,0,Moderate,Swimming not advised due to weather conditions
1.44,0.48,20.1,23.6,26,0.1,10.3,15.9,95,4,26.200000000000003,17.7,1,1,2,1,Safe,Conditions are safe for swimming
1.98,0.42,20.2,23.3,67,2.1,18.3,21.900000000000002,69,64,23.6,18.3,2,0,1,0,Danger,Do not swim – high turbidity detected
1.74,1.84,25.7,27.0,64,1.5,30.0,33.7,61,96,30.5,23.4,2,1,0,0,Danger,Do not swim – high turbidity detected
1.82,0.82,33.2,34.2,41,1.1,5.4,10.2,64,65,38.0,31.9,8,1,1,0,Moderate,Swimming not advised due to weather conditions
2.56,1.76,22.9,23.099999999999998,47,2.1,0.6,3.1,90,85,25.599999999999998,20.4,4,1,1,0,Moderate,Swimming not advised due to weather conditions
2.34,1.95,20.6,25.400000000000002,50,7.9,15.1,19.6,70,46,29.000000000000004,22.4,1,1,1,0,Danger,Swimming not advised due to weather conditions
4.1,0.71,29.1,32.6,15,2.3,17.7,24.2,98,26,35.7,29.0,5,0,0,0,Moderate,Swimming not advised due to weather conditions
3.36,1.09,29.6,30.900000000000002,47,9.4,14.2,22.0,68,44,31.900000000000002,27.7,10,1,2,0,Moderate,Swimming not advised due to weather conditions
3.32,1.4,25.5,27.5,57,0.5,32.8,41.099999999999994,65,51,31.1,23.9,5,0,0,0,Moderate,Swimming not advised due to weather conditions
0.59,1.59,21.0,25.9,28,1.6,4.3,5.8,96,2,28.299999999999997,22.4,6,0,3,0,Moderate,Swimming not advised due to weather conditions
2.83,1.1,31.4,35.1,11,4.2,10.0,13.8,63,54,35.4,31.8,10,0,1,1,Safe,Conditions are safe for swimming
1.99,1.6,20.6,22.8,14,2.4,25.8,27.3,71,22,22.900000000000002,20.1,8,1,1,0,Moderate,Swimming not advised due to weather conditions
0.89,0.92,24.7,25.3,18,3.4,12.8,17.5,97,19,27.1,23.0,3,1,1,1,Safe,Conditions are safe for swimming
4.2,1.19,21.0,23.8,22,3.2,16.1,22.3,74,46,26.1,20.8,0,1,0,0,Moderate,Swimming not advised due to weather conditions
0.65,0.71,23.8,25.8,63,5.0,15.4,22.2,90,99,28.3,22.5,5,1,1,0,Danger,Do not swim – high turbidity detected
3.15,1.3,25.4,28.5,43,1.4,11.5,21.4,79,95,32.5,26.3,4,1,0,0,Moderate,Swimming not advised due to weather conditions
1.14,0.83,22.2,27.0,9,6.5,2.6,6.6,70,21,27.8,21.5,9,0,1,1,Safe,Conditions are safe for swimming
1.12,1.5,32.9,33.1,18,1.8,11.4,13.200000000000001,65,40,33.5,27.2,4,0,0,1,Moderate,Use caution – moderate flow rates in effect
2.6,0.61,31.6,31.6,69,0.5,16.3,20.700000000000003,65,94,33.1,28.1,3,0,2,0,Danger,Do not swim – high turbidity detected
2.59,1.26,25.4,30.299999999999997,61,1.7,2.0,2.4,65,95,31.199999999999996,26.6,9,0,2,0,Danger,Do not swim – high turbidity detected
1.35,0.46,26.6,31.0,61,4.3,9.0,12.5,75,44,33.3,26.2,10,1,0,0,Danger,Do not swim – high turbidity detected
3.62,0.59,22.1,23.8,50,4.3,17.2,24.5,95,35,24.900000000000002,21.2,0,1,1,0,Moderate,Swimming not advised due to weather conditions
0.88,0.85,27.2,31.299999999999997,8,2.1,28.8,35.3,87,21,33.3,27.3,8,1,3,1,Safe,Conditions are safe for swimming
1.93,0.37,24.6,24.8,44,14.2,30.5,35.6,69,56,24.8,21.9,2,0,2,0,Moderate,Swimming not advised due to weather conditions
1.08,1.75,29.0,30.1,38,4.9,31.5,38.7,71,16,32.9,25.0,10,1,1,0,Moderate,Swimming not advised due to weather conditions
2.97,0.75,20.4,22.4,37,4.0,34.5,41.7,63,60,23.599999999999998,18.1,0,1,1,0,Moderate,Swimming not advised due to weather conditions
1.0,0.55,24.8,25.8,28,3.3,23.3,24.1,73,24,26.0,23.2,4,0,2,1,Safe,Conditions are safe for swimming
0.81,1.85,33.6,36.6,50,6.8,11.5,16.4,95,29,40.4,30.9,6,1,0,0,Danger,Swimming not advised due to weather conditions
1.69,0.94,24.4,26.299999999999997,67,4.9,32.2,34.0,97,61,26.499999999999996,21.1,5,0,1,0,Danger,Do not swim – high turbidity detected
0.71,0.59,28.9,33.199999999999996,9,1.0,27.2,29.2,74,17,34.9,27.2,10,1,3,1,Safe,Conditions are safe for swimming
1.37,1.1,31.8,32.4,13,10.5,28.2,30.7,69,22,35.1,27.9,4,1,3,1,Safe,Conditions are safe for swimming
2.58,1.06,20.9,25.5,21,2.2,26.4,29.599999999999998,72,49,28.2,21.2,2,1,0,1,Safe,Conditions are safe for swimming
3.34,0.27,33.6,38.5,60,2.7,11.0,14.9,82,16,38.8,34.5,5,0,0,0,Moderate,Swimming not advised due to weather conditions
2.69,1.73,27.2,30.599999999999998,52,17.4,24.7,28.099999999999998,88,9,31.7,28.3,1,0,1,0,Moderate,Swimming not advised due to weather conditions
2.84,0.23,29.1,31.5,13,17.1,15.4,24.9,67,69,34.2,26.8,5,0,1,1,Safe,Conditions are safe for swimming
2.84,0.12,24.6,24.900000000000002,36,6.2,14.3,15.3,71,87,25.400000000000002,20.9,4,1,1,1,Moderate,Conditions are safe for swimming
0.63,0.3,27.7,30.7,66,7.4,30.5,32.6,94,54,31.099999999999998,27.9,8,1,2,0,Danger,Do not swim – high turbidity detected
0.6,1.82,21.0,22.9,50,5.7,28.2,34.8,76,29,26.7,19.7,9,1,2,0,Danger,Swimming not advised due to weather conditions
3.83,0.9,32.5,33.1,21,8.8,10.0,14.5,97,36,34.2,29.4,7,0,2,0,Moderate,Swimming not advised due to weather conditions
3.75,0.66,23.0,26.3,27,1.6,19.8,27.9,61,98,30.0,21.1,8,1,1,0,Moderate,Swimming not advised due to weather conditions
3.17,1.88,33.8,37.599999999999994,33,4.5,18.9,23.2,61,86,39.8,34.6,9,0,2,0,Danger,Swimming not advised due to weather conditions
3.91,1.28,24.9,28.0,12,0.4,12.7,22.1,87,76,29.1,25.4,1,1,2,0,Moderate,Swimming not advised due to weather conditions
4.37,0.79,20.9,25.4,65,15.3,23.3,32.7,91,95,25.599999999999998,23.1,6,0,4,0,Danger,Do not swim – high turbidity detected
3.79,1.36,22.3,26.0,14,3.5,24.1,33.900000000000006,83,2,27.4,23.3,8,1,2,0,Moderate,Swimming not advised due to weather conditions
2.41,0.81,25.2,26.2,6,10.4,18.0,25.3,63,13,27.7,22.3,8,0,0,1,Safe,Conditions are safe for swimming
3.98,1.88,21.1,22.8,54,17.9,34.2,38.900000000000006,94,38,25.3,20.5,4,1,2,0,Danger,Swimming not advised due to weather conditions
2.84,0.95,23.1,24.6,64,3.8,8.3,15.700000000000001,78,50,25.8,19.4,1,1,1,0,Danger,Do not swim – high turbidity detected
0.66,1.67,26.9,28.599999999999998,15,5.3,27.7,31.2,93,79,29.799999999999997,26.6,9,1,0,0,Moderate,Swimming not advised due to weather conditions
4.06,1.94,21.0,23.4,25,0.5,29.6,36.1,69,22,24.7,20.5,6,0,2,0,Danger,Swimming not advised due to weather conditions
4.06,0.95,32.5,36.8,35,3.7,28.7,31.7,70,56,38.5,34.4,6,1,1,0,Moderate,Swimming not advised due to weather conditions
3.02,1.37,25.1,28.8,31,1.7,10.4,15.100000000000001,65,53,29.2,24.4,4,1,2,1,Moderate,Use caution – moderate flow rates in effect
1.22,1.14,31.7,33.2,32,9.4,16.9,25.2,77,26,33.800000000000004,27.3,9,0,1,1,Moderate,Conditions are safe for swimming
2.59,0.51,30.1,30.5,5,12.3,18.4,19.799999999999997,67,31,34.2,26.3,3,1,1,1,Safe,Conditions are safe for swimming
2.77,0.14,33.9,36.699999999999996,65,1.3,23.6,32.5,69,58,36.699999999999996,32.4,8,0,0,0,Danger,Do not swim – high turbidity detected
1.52,0.1,20.9,21.099999999999998,66,1.9,20.0,22.4,64,75,22.599999999999998,16.1,0,1,0,0,Danger,Do not swim – high turbidity detected
4.28,1.28,30.2,33.6,68,7.9,9.0,14.3,72,2,37.4,29.9,2,0,1,0,Danger,Do not swim – high turbidity detected
3.7,1.0,29.0,31.5,33,0.2,29.1,37.6,90,91,32.9,29.2,2,1,3,0,Moderate,Swimming not advised due to weather conditions
3.42,1.67,30.4,33.6,47,5.3,13.9,14.700000000000001,85,94,34.7,30.7,5,1,3,0,Moderate,Swimming not advised due to weather conditions
2.44,1.19,22.1,23.700000000000003,40,4.1,29.8,33.7,89,29,25.200000000000003,20.9,4,0,2,1,Moderate,Conditions are safe for swimming
0.7,0.66,20.7,24.9,39,0.6,15.4,24.700000000000003,87,79,26.099999999999998,21.7,4,1,0,1,Moderate,Conditions are safe for swimming
4.31,1.19,24.3,26.2,44,7.7,11.7,20.0,74,11,29.0,23.0,9,0,2,0,Moderate,Swimming not advised due to weather conditions
2.86,1.84,32.6,37.5,39,8.9,9.5,13.8,92,42,37.5,34.7,1,0,2,0,Danger,Swimming not advised due to weather conditions
3.29,0.81,26.7,27.7,24,1.3,0.0,9.3,70,7,28.5,24.6,2,0,1,1,Safe,Conditions are safe for swimming
0.78,0.2,24.1,25.6,67,2.6,3.6,8.9,61,88,28.8,21.3,1,0,1,0,Danger,Do not swim – high turbidity detected
3.02,1.92,25.3,28.400000000000002,5,6.7,29.1,36.6,76,75,28.500000000000004,23.4,6,0,0,0,Danger,Swimming not advised due to weather conditions
3.99,0.94,23.3,24.6,48,3.9,32.3,38.3,73,98,24.900000000000002,18.8,1,0,1,0,Moderate,Swimming not advised due to weather conditions
3.74,1.72,29.8,30.3,20,5.4,7.6,11.6,69,80,31.3,27.7,6,1,2,0,Moderate,Swimming not advised due to weather conditions
1.52,1.43,26.9,31.299999999999997,42,2.8,11.7,17.4,62,40,35.199999999999996,26.1,1,0,2,0,Moderate,Swimming not advised due to weather conditions
2.06,1.53,25.4,29.9,51,5.1,2.3,5.699999999999999,86,15,31.9,24.5,0,1,1,0,Moderate,Swimming not advised due to weather conditions
0.82,0.79,22.5,27.3,61,1.3,13.3,16.900000000000002,71,29,30.5,24.0,5,1,2,0,Danger,Do not swim – high turbidity detected
1.43,1.47,27.7,29.9,14,1.4,16.3,18.3,90,83,30.0,24.6,0,1,1,1,Moderate,Use caution – moderate flow rates in effect
2.23,1.48,28.4,29.9,39,7.3,12.3,21.200000000000003,65,63,32.8,24.1,6,1,1,1,Moderate,Use caution – moderate flow rates in effect
3.4,1.05,28.5,33.0,14,0.1,21.9,23.099999999999998,93,7,36.5,27.2,0,1,1,1,Safe,Conditions are safe for swimming
1.91,1.03,22.7,24.4,20,1.2,9.2,16.7,96,0,25.4,22.3,8,0,2,1,Safe,Conditions are safe for swimming
3.67,0.59,26.2,29.5,48,2.9,19.9,24.799999999999997,69,45,30.2,25.3,3,1,1,0,Moderate,Swimming not advised due to weather conditions
2.38,1.77,31.5,34.6,15,5.1,19.8,22.1,89,20,35.4,29.4,1,0,4,0,Moderate,Swimming not advised due to weather conditions
3.1,0.51,22.9,24.5,8,5.7,9.4,17.6,81,79,24.9,21.2,6,1,0,1,Safe,Conditions are safe for swimming
2.88,0.38,30.6,31.700000000000003,6,1.1,25.2,28.5,86,77,31.900000000000002,27.7,2,0,1,1,Safe,Conditions are safe for swimming
1.07,0.93,21.5,22.6,36,3.9,17.4,18.0,62,88,23.0,18.7,7,0,1,1,Moderate,Conditions are safe for swimming
2.05,1.16,22.0,23.9,57,2.5,18.7,25.0,95,17,24.599999999999998,20.7,2,1,1,0,Moderate,Swimming not advised due to weather conditions
0.59,0.38,20.4,25.299999999999997,23,12.9,34.9,40.9,86,91,27.199999999999996,21.7,2,1,1,0,Moderate,Swimming not advised due to weather conditions
4.24,1.12,29.7,34.2,45,3.3,11.2,19.0,75,99,36.0,30.5,7,0,0,0,Moderate,Swimming not advised due to weather conditions
2.62,0.89,31.1,33.800000000000004,5,14.7,13.7,14.299999999999999,69,59,35.800000000000004,30.4,8,1,0,1,Safe,Conditions are safe for swimming
3.35,0.82,33.5,35.1,19,1.1,3.6,6.7,75,74,36.5,33.0,2,1,3,1,Safe,Conditions are safe for swimming
3.26,0.38,28.3,32.8,38,2.0,34.9,38.5,75,53,36.0,30.4,5,1,0,0,Moderate,Swimming not advised due to weather conditions
1.06,0.11,20.1,22.0,27,3.3,32.7,35.1,91,56,24.4,17.3,7,0,2,0,Moderate,Swimming not advised due to weather conditions
1.19,1.72,22.0,24.0,20,1.5,9.8,15.9,64,12,24.2,21.4,9,1,1,0,Moderate,Swimming not advised due to weather conditions
3.85,0.45,27.8,31.400000000000002,54,7.8,24.9,27.299999999999997,76,61,35.1,25.8,6,0,3,0,Moderate,Swimming not advised due to weather conditions
4.29,0.79,27.3,31.2,26,25.2,15.9,23.0,76,4,33.2,25.8,4,0,1,0,Moderate,Recent heavy rain – unsafe swimming conditions
0.93,0.85,30.3,34.9,56,7.4,1.4,9.700000000000001,79,80,37.699999999999996,29.5,7,0,2,0,Moderate,Swimming not advised due to weather conditions
2.91,1.36,32.6,36.5,28,23.0,20.3,21.400000000000002,94,73,39.7,34.4,9,1,0,0,Moderate,Recent heavy rain – unsafe swimming conditions
3.42,1.05,25.2,25.7,19,1.9,9.3,15.8,66,26,29.5,20.2,0,0,3,1,Safe,Conditions are safe for swimming
2.49,1.23,31.8,31.900000000000002,20,8.5,28.5,37.0,94,24,34.7,29.3,1,1,0,1,Moderate,Use caution – moderate flow rates in effect
3.45,0.96,33.8,36.699999999999996,39,0.2,12.7,20.299999999999997,69,80,39.099999999999994,31.4,5,1,0,1,Moderate,Conditions are safe for swimming
2.94,1.65,23.5,28.2,10,3.3,16.4,22.799999999999997,89,54,30.7,22.7,5,0,1,0,Moderate,Swimming not advised due to weather conditions
3.06,0.97,26.4,26.5,62,0.3,30.0,32.1,96,90,27.1,23.4,4,1,0,0,Danger,Do not swim – high turbidity detected
0.68,1.77,20.2,20.5,31,1.8,8.4,14.100000000000001,77,32,21.3,15.7,5,1,1,0,Moderate,Swimming not advised due to weather conditions
0.67,0.48,32.7,33.2,69,1.0,30.2,35.6,76,56,33.800000000000004,28.2,8,1,2,0,Danger,Do not swim – high turbidity detected
3.35,0.32,28.0,30.8,34,10.2,7.5,12.4,62,57,32.7,27.8,1,1,3,1,Moderate,Conditions are safe for swimming
4.32,1.91,29.8,32.3,44,7.4,9.9,12.8,88,62,35.5,28.0,6,1,2,0,Danger,Swimming not advised due to weather conditions
3.07,1.76,31.0,31.6,14,2.5,33.0,36.4,62,46,31.700000000000003,26.1,5,1,0,0,Moderate,Swimming not advised due to weather conditions
3.44,1.74,27.5,28.9,40,2.1,11.4,13.8,85,65,32.5,25.7,9,1,3,0,Moderate,Swimming not advised due to weather conditions
3.47,1.87,22.3,23.0,49,0.9,14.4,15.200000000000001,85,14,24.6,19.6,5,1,1,0,Danger,Swimming not advised due to weather conditions
1.83,0.68,25.8,25.900000000000002,42,1.1,1.8,10.8,66,45,27.000000000000004,23.4,4,0,1,0,Moderate,Swimming not advised due to weather conditions
1.7,1.02,25.7,27.599999999999998,49,0.6,5.7,12.100000000000001,72,82,28.999999999999996,23.2,7,0,1,0,Moderate,Swimming not advised due to weather conditions
4.31,0.46,32.8,34.099999999999994,41,8.8,10.0,11.9,80,16,36.99999999999999,28.8,8,0,1,0,Moderate,Swimming not advised due to weather conditions
3.47,0.25,27.9,30.0,57,8.7,25.4,33.9,79,32,31.1,24.4,6,1,1,0,Moderate,Swimming not advised due to weather conditions
3.4,1.83,20.4,22.599999999999998,57,12.5,8.9,14.4,86,41,25.099999999999998,20.1,1,1,2,0,Danger,Swimming not advised due to weather conditions
2.82,0.37,22.3,25.7,16,11.9,28.5,38.2,64,31,25.8,21.9,3,0,0,1,Safe,Conditions are safe for swimming
3.77,0.55,29.5,31.7,55,1.2,6.2,9.8,64,47,32.6,29.0,7,0,1,0,Moderate,Swimming not advised due to weather conditions
2.21,0.54,20.8,22.900000000000002,20,6.3,30.1,30.200000000000003,61,53,24.3,16.9,7,0,1,0,Moderate,Swimming not advised due to weather conditions
1.92,0.78,31.8,35.5,14,12.8,8.3,13.700000000000001,73,77,37.5,33.1,1,0,2,1,Safe,Conditions are safe for swimming
3.92,2.0,22.6,26.1,38,0.4,10.4,15.5,64,75,26.3,20.3,8,1,0,0,Danger,Swimming not advised due to weather conditions
3.43,1.2,23.3,24.6,39,2.7,10.2,18.299999999999997,90,79,25.900000000000002,18.9,10,1,1,1,Moderate,Conditions are safe for swimming
0.85,1.27,23.6,26.3,37,4.3,32.3,36.199999999999996,69,50,26.5,22.8,7,0,0,0,Moderate,Swimming not advised due to weather conditions
1.85,0.86,32.7,37.5,5,3.1,5.9,6.1000000000000005,82,20,37.9,34.7,8,1,3,1,Safe,Conditions are safe for swimming
1.58,1.78,20.8,25.5,29,5.4,12.9,20.7,82,62,27.1,20.1,9,1,1,0,Moderate,Swimming not advised due to weather conditions
2.79,0.35,31.8,35.7,29,7.3,24.9,32.3,62,31,38.5,33.0,10,1,2,1,Safe,Conditions are safe for swimming
4.06,1.46,31.3,36.3,5,1.5,26.6,31.900000000000002,61,67,37.8,30.8,0,0,1,0,Moderate,Swimming not advised due to weather conditions
4.25,0.25,33.5,34.7,11,1.2,1.7,6.6000000000000005,63,22,38.1,31.1,4,1,0,0,Moderate,Swimming not advised due to weather conditions
